Date,Min Vol PnL,USDJPY,USDEUR,USDGBP,USDAUD,USDCAD,USDCHF,USDNZD,USDSGD,USDZAR
2010-01-01,-0.0015182417406150296,0.1504119123280237,0.3124788629932748,-0.013378262390617505,-0.10850008727029714,0.030057830367733084,-0.24710568755159731,-0.06502909899011333,0.9999944779104184,-0.05892994739682408
2010-01-04,-0.0018706159720281207,0.1504119123280237,0.3124788629932748,-0.013378262390617505,-0.10850008727029714,0.030057830367733084,-0.24710568755159731,-0.06502909899011333,0.9999944779104184,-0.05892994739682408
2010-01-05,-0.002029121873343258,0.1504119123280237,0.3124788629932748,-0.013378262390617505,-0.10850008727029714,0.030057830367733084,-0.24710568755159731,-0.06502909899011333,0.9999944779104184,-0.05892994739682408
2010-01-06,0.0005893543914331606,0.1504119123280237,0.3124788629932748,-0.013378262390617505,-0.10850008727029714,0.030057830367733084,-0.24710568755159731,-0.06502909899011333,0.9999944779104184,-0.05892994739682408
2010-01-07,0.0032727517985870792,0.1504119123280237,0.3124788629932748,-0.013378262390617505,-0.10850008727029714,0.030057830367733084,-0.24710568755159731,-0.06502909899011333,0.9999944779104184,-0.05892994739682408
2010-01-08,-0.0010293287314487552,0.1504119123280237,0.3124788629932748,-0.013378262390617505,-0.10850008727029714,0.030057830367733084,-0.24710568755159731,-0.06502909899011333,0.9999944779104184,-0.05892994739682408
2010-01-11,-0.005018961231129947,0.1504119123280237,0.3124788629932748,-0.013378262390617505,-0.10850008727029714,0.030057830367733084,-0.24710568755159731,-0.06502909899011333,0.9999944779104184,-0.05892994739682408
2010-01-12,-0.0007891489164066401,0.1504119123280237,0.3124788629932748,-0.013378262390617505,-0.10850008727029714,0.030057830367733084,-0.24710568755159731,-0.06502909899011333,0.9999944779104184,-0.05892994739682408
2010-01-13,-0.0019729887458177072,0.1504119123280237,0.3124788629932748,-0.013378262390617505,-0.10850008727029714,0.030057830367733084,-0.24710568755159731,-0.06502909899011333,0.9999944779104184,-0.05892994739682408
2010-01-14,0.00047244952871589073,0.1504119123280237,0.3124788629932748,-0.013378262390617505,-0.10850008727029714,0.030057830367733084,-0.24710568755159731,-0.06502909899011333,0.9999944779104184,-0.05892994739682408
2010-01-15,0.0011006775177798199,0.1504119123280237,0.3124788629932748,-0.013378262390617505,-0.10850008727029714,0.030057830367733084,-0.24710568755159731,-0.06502909899011333,0.9999944779104184,-0.05892994739682408
2010-01-18,-0.0016733326562081603,0.1504119123280237,0.3124788629932748,-0.013378262390617505,-0.10850008727029714,0.030057830367733084,-0.24710568755159731,-0.06502909899011333,0.9999944779104184,-0.05892994739682408
2010-01-19,0.0024185285048342457,0.1504119123280237,0.3124788629932748,-0.013378262390617505,-0.10850008727029714,0.030057830367733084,-0.24710568755159731,-0.06502909899011333,0.9999944779104184,-0.05892994739682408
