Date,Max Return PnL,USDJPY,USDEUR,USDGBP,USDAUD,USDCAD,USDCHF,USDNZD,USDSGD,USDZAR
2010-01-01,-0.0002492440663006089,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-04,6.54268734808232e-05,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-05,0.0023733151794913987,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-06,-0.0020916268476700505,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-07,0.004491205799675468,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-08,-0.006826047945423264,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-11,-0.005804218550335042,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-12,-0.0027581243658597702,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-13,-0.0026247645854428634,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-14,0.00011095288924356162,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-15,0.003985480715153433,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-18,-0.0020602087718881064,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-19,0.006462350129124188,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-20,0.005523888248577798,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-21,-0.0032628908137636303,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-22,-0.002413725398295972,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-25,0.0009609227678590642,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-26,0.0028714866182516373,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-27,0.0020407065512203417,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-28,0.0017536817573505343,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-01-29,0.00815452755671939,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-01,0.0019759891325076707,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-02,-0.002528506644806125,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-03,0.0002499952178803102,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-04,0.0010322847778959179,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-05,0.004392736063713978,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-08,0.0008475338607079729,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-09,-0.002370334577363168,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-10,0.000943149417707315,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-11,0.003450283163970622,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-12,0.002637600534469199,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-15,0.0014031355497854357,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-16,-0.006635567850668693,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-17,0.012028095737337091,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-18,0.010462253968571752,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-19,-0.009195211272606587,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-22,-0.0010144008475020691,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-23,0.0015244460517741573,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-24,-1.6514281821256027e-05,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-25,0.00044557556100530653,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-02-26,-0.004275618108054438,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-01,0.009407550327964453,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-02,-0.006115735963483418,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-03,-0.005701974022534926,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-04,0.006536492350190333,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-05,0.0036060072711617884,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-08,0.001928480934565446,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-09,0.0023888290446130575,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-10,-0.0026068611640523683,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-11,-0.0042558900257655555,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-12,-0.0093537125001093,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-15,0.006517968509361538,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-16,-0.004833444501266204,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-17,0.000449475568528833,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-18,0.005721227492847659,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-19,0.005137814120932421,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-22,-0.00353861005701879,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-23,0.002351732319912079,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-24,0.014103017258527304,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-25,0.0010056120340584363,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-26,-0.00617801569336451,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-29,-0.0016037099854400274,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-30,0.002716535900921166,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-03-31,-0.008294218594039365,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
2010-04-01,-0.0017288833460401504,0.1775481967453378,0.28527867272350665,0.24025658390903898,-0.08991586634005012,0.1701747259949995,0.5033577599985491,-0.20509830488315886,0.05382362901464175,-0.13542539716286467
