Date,daily_return,USDJPY,USDEUR,USDGBP,USDAUD,USDCAD,USDCHF,USDNZD,USDSGD,USDZAR
2010-05-14,0.009430789155411734,0,1.0,-1.0,0,0,0,0,0,0
2010-05-17,-0.00665533877513258,0,1.0,-1.0,0,0,0,0,0,0
2010-05-18,0.004743718691297749,0,1.0,-1.0,0,0,0,0,0,0
2010-05-19,-0.008985491042216465,0,1.0,-1.0,0,0,0,0,0,0
2010-05-20,-0.011611086312072416,0,1.0,-1.0,0,0,0,0,0,0
2010-05-21,0.0021411652528919856,0,1.0,-1.0,0,0,0,0,0,0
2010-05-24,0.012585324012351462,0,1.0,-1.0,0,0,0,0,0,0
2010-05-25,0.0007390066184015387,0,1.0,-1.0,0,0,0,0,0,0
2010-05-26,0.012047974951588714,0,1.0,-1.0,0,0,0,0,0,0
2010-05-27,-0.002043726162864745,0,1.0,-1.0,0,0,0,0,0,0
2010-05-28,-0.0014146271951998024,0,1.0,-1.0,0,0,0,0,0,0
2010-05-31,0.0036258131662990634,0,1.0,-1.0,0,0,0,0,0,0
2010-06-01,0.014374589291300754,0,1.0,-1.0,0,0,0,0,0,0
2010-06-02,-0.0016480263571779785,0,1.0,-1.0,0,0,0,0,0,0
2010-06-03,0.004616879957830999,0,1.0,-1.0,0,0,0,0,0,0
2010-06-04,0.0043992849084910635,0,1.0,-1.0,0,0,0,0,0,0
2010-06-07,0.0051475175001157725,0,1.0,-1.0,0,0,0,0,0,0
2010-06-08,-0.005838347847212488,0,1.0,-1.0,0,0,0,0,0,0
2010-06-09,0.005141325261303398,0,1.0,-1.0,0,0,0,0,0,0
2010-06-10,0.0012453958640619156,0,1.0,-1.0,0,0,0,0,0,0
2010-06-11,-0.011163546396219193,0,1.0,-1.0,0,0,0,0,0,0
2010-06-14,0.0039694189835272065,0,1.0,-1.0,0,0,0,0,0,0
2010-06-15,-0.003880599470163837,0,1.0,-1.0,0,0,0,0,0,0
2010-06-16,-0.003757464558921786,0,1.0,-1.0,0,0,0,0,0,0
2010-06-17,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-06-18,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-06-21,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-06-22,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-06-23,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-06-24,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-06-25,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-06-28,-0.009868990169265901,0,-1.0,1.0,0,0,0,0,0,0
2010-06-29,-0.004420047646022107,0,-1.0,1.0,0,0,0,0,0,0
2010-06-30,0.010871529894091903,0,-1.0,1.0,0,0,0,0,0,0
2010-07-01,0.007584633009199315,0,-1.0,1.0,0,0,0,0,0,0
2010-07-02,0.0024747895802362807,0,-1.0,1.0,0,0,0,0,0,0
2010-07-05,0.002104636209703248,0,-1.0,1.0,0,0,0,0,0,0
2010-07-06,0.006108512673832722,0,-1.0,1.0,0,0,0,0,0,0
2010-07-07,-0.0015520385926534042,0,-1.0,1.0,0,0,0,0,0,0
2010-07-08,0.006348850537444273,0,-1.0,1.0,0,0,0,0,0,0
2010-07-09,0.0018134686050710336,0,-1.0,1.0,0,0,0,0,0,0
2010-07-12,-0.001363126743531673,0,-1.0,1.0,0,0,0,0,0,0
2010-07-13,-0.0003209019221810383,0,-1.0,1.0,0,0,0,0,0,0
2010-07-14,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-07-15,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-07-16,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-07-19,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-07-20,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-07-21,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-07-22,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-07-23,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-07-26,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-07-27,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-07-28,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-07-29,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-07-30,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-08-02,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-08-03,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-08-04,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-08-05,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-08-06,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-08-09,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-08-10,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-08-11,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-08-12,-0.012142224191768358,0,-1.0,1.0,0,0,0,0,0,0
2010-08-13,0.0017874336200456309,0,-1.0,1.0,0,0,0,0,0,0
2010-08-16,-0.005600729089071832,0,-1.0,1.0,0,0,0,0,0,0
2010-08-17,0.00045928742244227827,0,-1.0,1.0,0,0,0,0,0,0
2010-08-18,0.009643722568833613,0,-1.0,1.0,0,0,0,0,0,0
2010-08-19,-0.0031685767231284245,0,-1.0,1.0,0,0,0,0,0,0
2010-08-20,-0.002375936837750503,0,-1.0,1.0,0,0,0,0,0,0
2010-08-23,-0.0056542704030222435,0,-1.0,1.0,0,0,0,0,0,0
2010-08-24,-0.0027799395949745787,0,-1.0,1.0,0,0,0,0,0,0
2010-08-25,0.0053679178014287565,0,-1.0,1.0,0,0,0,0,0,0
2010-08-26,-0.0015098508339718153,0,-1.0,1.0,0,0,0,0,0,0
2010-08-27,0.00026439755591711744,0,-1.0,1.0,0,0,0,0,0,0
2010-08-30,0.0028228006477966083,0,-1.0,1.0,0,0,0,0,0,0
2010-08-31,-0.002554854840623122,0,-1.0,1.0,0,0,0,0,0,0
2010-09-01,0.009247498255348097,0,-1.0,1.0,0,0,0,0,0,0
2010-09-02,0.0026784828512808057,0,-1.0,1.0,0,0,0,0,0,0
2010-09-03,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-09-06,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-09-07,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-09-08,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-09-09,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-09-10,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-09-13,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-09-14,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-09-15,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-09-16,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-09-17,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-09-20,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-09-21,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-09-22,-0.009934329213782345,0,1.0,-1.0,0,0,0,0,0,0
2010-09-23,-0.008150588700835848,0,1.0,-1.0,0,0,0,0,0,0
2010-09-24,0.007493176708879612,0,1.0,-1.0,0,0,0,0,0,0
2010-09-27,-0.0022562092394049493,0,1.0,-1.0,0,0,0,0,0,0
2010-09-28,0.0016490048429333992,0,1.0,-1.0,0,0,0,0,0,0
2010-09-29,-0.010159131039512381,0,1.0,-1.0,0,0,0,0,0,0
2010-09-30,-0.004651615298344236,0,1.0,-1.0,0,0,0,0,0,0
2010-10-01,-0.004602787169892819,0,1.0,-1.0,0,0,0,0,0,0
2010-10-04,-0.00470016400797979,0,1.0,-1.0,0,0,0,0,0,0
2010-10-05,0.007791176961027935,0,1.0,-1.0,0,0,0,0,0,0
2010-10-06,-0.007329581214469361,0,1.0,-1.0,0,0,0,0,0,0
2010-10-07,-0.007852350187344759,0,1.0,-1.0,0,0,0,0,0,0
2010-10-08,0.0003812948164232388,0,1.0,-1.0,0,0,0,0,0,0
2010-10-11,0.00075183691952041,0,1.0,-1.0,0,0,0,0,0,0
2010-10-12,0.0035079790278376155,0,1.0,-1.0,0,0,0,0,0,0
2010-10-13,-0.007818308177371724,0,1.0,-1.0,0,0,0,0,0,0
2010-10-14,0.0023088618464076616,0,1.0,-1.0,0,0,0,0,0,0
2010-10-15,-0.0011143952878998054,0,1.0,-1.0,0,0,0,0,0,0
2010-10-18,0.005998829476213441,0,1.0,-1.0,0,0,0,0,0,0
2010-10-19,-0.0033141931678219994,0,1.0,-1.0,0,0,0,0,0,0
2010-10-20,0.0021672423969452126,0,1.0,-1.0,0,0,0,0,0,0
2010-10-21,-0.007080835915546979,0,1.0,-1.0,0,0,0,0,0,0
2010-10-22,-0.00515386540589069,0,1.0,-1.0,0,0,0,0,0,0
2010-10-25,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-10-26,0.0016112366444022141,0,1.0,-1.0,0,0,0,0,0,0
2010-10-27,0.015695346594506,0,1.0,-1.0,0,0,0,0,0,0
2010-10-28,0.0007093773413811011,0,1.0,-1.0,0,0,0,0,0,0
2010-10-29,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-11-01,0.002972555068651239,0,1.0,-1.0,0,0,0,0,0,0
2010-11-02,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-11-03,-0.010635259914649753,0,1.0,-1.0,0,0,0,0,0,0
2010-11-04,-0.0,0,0.0,0.0,0,0,0,0,0,0
2010-11-05,0.0033111948844474215,0,1.0,-1.0,0,0,0,0,0,0
2010-11-08,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-11-09,0.009077233903904691,0,1.0,-1.0,0,0,0,0,0,0
2010-11-10,0.0,0,0.0,0.0,0,0,0,0,0,0
2010-11-11,0.0073223863689539925,0,1.0,-1.0,0,0,0,0,0,0
2010-11-12,0.010319306226465708,0,1.0,-1.0,0,0,0,0,0,0
2010-11-15,-0.0038218832156374782,0,1.0,-1.0,0,0,0,0,0,0
2010-11-16,0.0033677689285895873,0,1.0,-1.0,0,0,0,0,0,0
2010-11-17,-0.0035740492824043457,0,1.0,-1.0,0,0,0,0,0,0
2010-11-18,-0.0025522967083952963,0,1.0,-1.0,0,0,0,0,0,0
2010-11-19,0.0005883969600983807,0,1.0,-1.0,0,0,0,0,0,0
2010-11-22,-0.009306569158057276,0,1.0,-1.0,0,0,0,0,0,0
2010-11-23,0.006856252193953916,0,1.0,-1.0,0,0,0,0,0,0
2010-11-24,0.007142707135928239,0,1.0,-1.0,0,0,0,0,0,0
2010-11-25,0.0011800018741781049,0,1.0,-1.0,0,0,0,0,0,0
2010-11-26,-0.000563841402359655,0,1.0,-1.0,0,0,0,0,0,0
2010-11-29,-0.003190502854306887,0,1.0,-1.0,0,0,0,0,0,0
2010-11-30,0.008050384994896076,0,1.0,-1.0,0,0,0,0,0,0
2010-12-01,0.00937152556451537,0,1.0,-1.0,0,0,0,0,0,0
2010-12-02,-0.007411973974958519,0,1.0,-1.0,0,0,0,0,0,0
2010-12-03,-0.008139382892019875,0,1.0,-1.0,0,0,0,0,0,0
2010-12-06,-0.0036821720514673695,0,1.0,-1.0,0,0,0,0,0,0
2010-12-07,0.005944593074696192,0,1.0,-1.0,0,0,0,0,0,0
2010-12-08,0.0060164809597228475,0,1.0,-1.0,0,0,0,0,0,0
2010-12-09,0.002277468703109742,0,1.0,-1.0,0,0,0,0,0,0
2010-12-10,-0.0006959710294369703,0,1.0,-1.0,0,0,0,0,0,0
2010-12-13,0.004917649663353729,0,1.0,-1.0,0,0,0,0,0,0
2010-12-14,-0.010841663721752992,0,1.0,-1.0,0,0,0,0,0,0
2010-12-15,-0.0036325820529998776,0,1.0,-1.0,0,0,0,0,0,0
2010-12-16,-0.002697713073726682,0,1.0,-1.0,0,0,0,0,0,0
2010-12-17,0.003402505273345291,0,1.0,-1.0,0,0,0,0,0,0
2010-12-20,-0.0020293150025925133,0,1.0,-1.0,0,0,0,0,0,0
2010-12-21,0.00327065753154665,0,1.0,-1.0,0,0,0,0,0,0
2010-12-22,-0.000591282970430429,0,1.0,-1.0,0,0,0,0,0,0
2010-12-23,-0.005958482729119807,0,1.0,-1.0,0,0,0,0,0,0
2010-12-24,0.0018500693404079893,0,1.0,-1.0,0,0,0,0,0,0
2010-12-27,0.0015069995734686703,0,1.0,-1.0,0,0,0,0,0,0
2010-12-28,-0.006497658879127122,0,1.0,-1.0,0,0,0,0,0,0
2010-12-29,0.002279640686633222,0,1.0,-1.0,0,0,0,0,0,0
2010-12-30,-0.0010273903952924268,0,1.0,-1.0,0,0,0,0,0,0
2010-12-31,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-01-03,0.0044479659255967086,0,1.0,-1.0,0,0,0,0,0,0
2011-01-04,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-01-05,0.009624104253064591,0,1.0,-1.0,0,0,0,0,0,0
2011-01-06,0.0069446284922907164,0,1.0,-1.0,0,0,0,0,0,0
2011-01-07,0.009674923269356706,0,1.0,-1.0,0,0,0,0,0,0
2011-01-10,0.01231313414234625,0,1.0,-1.0,0,0,0,0,0,0
2011-01-11,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-01-12,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-01-13,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-01-14,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-01-17,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-01-18,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-01-19,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-01-20,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-01-21,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-01-24,-0.0058744091319560265,0,1.0,-1.0,0,0,0,0,0,0
2011-01-25,-0.0022615678242564607,0,1.0,-1.0,0,0,0,0,0,0
2011-01-26,-0.013589005639414564,0,1.0,-1.0,0,0,0,0,0,0
2011-01-27,0.00514581690632776,0,1.0,-1.0,0,0,0,0,0,0
2011-01-28,-0.0011372834601098836,0,1.0,-1.0,0,0,0,0,0,0
2011-01-31,0.004910887971714573,0,1.0,-1.0,0,0,0,0,0,0
2011-02-01,0.0022327749401531705,0,1.0,-1.0,0,0,0,0,0,0
2011-02-02,-0.0018204857149197728,0,1.0,-1.0,0,0,0,0,0,0
2011-02-03,0.005115007751849254,0,1.0,-1.0,0,0,0,0,0,0
2011-02-04,0.009831835758244756,0,1.0,-1.0,0,0,0,0,0,0
2011-02-07,0.0014894030142122983,0,1.0,-1.0,0,0,0,0,0,0
2011-02-08,0.000570346618919304,0,1.0,-1.0,0,0,0,0,0,0
2011-02-09,-0.006472121173682899,0,1.0,-1.0,0,0,0,0,0,0
2011-02-10,-0.004669304676567565,0,1.0,-1.0,0,0,0,0,0,0
2011-02-11,0.008480230509523734,0,1.0,-1.0,0,0,0,0,0,0
2011-02-14,0.0009255817377817888,0,1.0,-1.0,0,0,0,0,0,0
2011-02-15,0.0037163671345668003,0,1.0,-1.0,0,0,0,0,0,0
2011-02-16,0.005421594712364142,0,1.0,-1.0,0,0,0,0,0,0
2011-02-17,-0.00836672763398294,0,1.0,-1.0,0,0,0,0,0,0
2011-02-18,0.0015426714304487277,0,1.0,-1.0,0,0,0,0,0,0
2011-02-21,-0.0018956062314630095,0,1.0,-1.0,0,0,0,0,0,0
2011-02-22,0.0008626092126662321,0,1.0,-1.0,0,0,0,0,0,0
2011-02-23,-0.0035737008739840093,0,1.0,-1.0,0,0,0,0,0,0
2011-02-24,-0.0019415431280943585,0,1.0,-1.0,0,0,0,0,0,0
2011-02-25,-0.009663954284162446,0,1.0,-1.0,0,0,0,0,0,0
2011-02-28,0.0035043396239549107,0,1.0,-1.0,0,0,0,0,0,0
2011-03-01,0.004145145638032921,0,1.0,-1.0,0,0,0,0,0,0
2011-03-02,0.003135563907696204,0,1.0,-1.0,0,0,0,0,0,0
2011-03-03,-0.0025374320120747917,0,1.0,-1.0,0,0,0,0,0,0
2011-03-04,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-03-07,-0.002649644128176809,0,1.0,-1.0,0,0,0,0,0,0
2011-03-08,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-03-09,0.0025771392470128607,0,1.0,-1.0,0,0,0,0,0,0
2011-03-10,0.001957116213639365,0,1.0,-1.0,0,0,0,0,0,0
2011-03-11,-0.001030535272762867,0,1.0,-1.0,0,0,0,0,0,0
2011-03-14,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-03-15,0.0021089552669106837,0,1.0,-1.0,0,0,0,0,0,0
2011-03-16,-0.005806471181887041,0,1.0,-1.0,0,0,0,0,0,0
2011-03-17,0.0022542307682769103,0,1.0,-1.0,0,0,0,0,0,0
2011-03-18,-0.0011335954191030728,0,1.0,-1.0,0,0,0,0,0,0
2011-03-21,-0.004803244773802229,0,1.0,-1.0,0,0,0,0,0,0
2011-03-22,0.001982779075271335,0,1.0,-1.0,0,0,0,0,0,0
2011-03-23,0.006602352663097277,0,1.0,-1.0,0,0,0,0,0,0
2011-03-24,-0.0024322100251228385,0,1.0,-1.0,0,0,0,0,0,0
2011-03-25,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-03-28,0.0030344485872579874,0,1.0,-1.0,0,0,0,0,0,0
2011-03-29,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-03-30,-0.001025282445266229,0,1.0,-1.0,0,0,0,0,0,0
2011-03-31,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-04-01,-0.005132149417769627,0,1.0,-1.0,0,0,0,0,0,0
2011-04-04,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-04-05,0.0008402783281655779,0,1.0,-1.0,0,0,0,0,0,0
2011-04-06,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-04-07,-0.006637731760015253,0,1.0,-1.0,0,0,0,0,0,0
2011-04-08,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-04-11,-0.007838130037359003,0,1.0,-1.0,0,0,0,0,0,0
2011-04-12,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-04-13,-0.00806669190078324,0,1.0,-1.0,0,0,0,0,0,0
2011-04-14,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-04-15,0.0006932153900187643,0,1.0,-1.0,0,0,0,0,0,0
2011-04-18,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-04-19,0.010042233617505225,0,1.0,-1.0,0,0,0,0,0,0
2011-04-20,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-04-21,-0.007836571771123513,0,1.0,-1.0,0,0,0,0,0,0
2011-04-22,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-04-25,0.0006637507560744993,0,1.0,-1.0,0,0,0,0,0,0
2011-04-26,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-04-27,-0.006991645401926316,0,1.0,-1.0,0,0,0,0,0,0
2011-04-28,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-04-29,-0.002985554435680271,0,1.0,-1.0,0,0,0,0,0,0
2011-05-02,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-05-03,-0.003697479537866255,0,1.0,-1.0,0,0,0,0,0,0
2011-05-04,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-05-05,0.00027033879502436076,0,1.0,-1.0,0,0,0,0,0,0
2011-05-06,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-05-09,0.011633001763323048,0,1.0,-1.0,0,0,0,0,0,0
2011-05-10,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-05-11,-0.004973365127291185,0,1.0,-1.0,0,0,0,0,0,0
2011-05-12,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-05-13,-0.007012938686583037,0,1.0,-1.0,0,0,0,0,0,0
2011-05-16,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-05-17,-0.003605045878587121,0,1.0,-1.0,0,0,0,0,0,0
2011-05-18,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-05-19,-0.00447444987371326,0,1.0,-1.0,0,0,0,0,0,0
2011-05-20,-0.0,0,0.0,0.0,0,0,0,0,0,0
2011-05-23,0.013829937825042826,0,1.0,-1.0,0,0,0,0,0,0
2011-05-24,0.0,0,0.0,0.0,0,0,0,0,0,0
2011-05-25,0.00028218476443020446,0,1.0,-1.0,0,0,0,0,0,0
2011-05-26,0.006827608702337562,0,1.0,-1.0,0,0,0,0,0,0
2011-05-27,0.0028973725034182607,0,1.0,-1.0,0,0,0,0,0,0
2011-05-30,-0.0037312632162778137,0,1.0,-1.0,0,0,0,0,0,0
2011-05-31,-0.0031641822406831555,0,1.0,-1.0,0,0,0,0,0,0
